Bones (8):
[0] (Tors): parent index: -1
[10051]: (6, 0, 0, 0)
[10052]: (6, 0, 0, 0)
[10053]: (6, 0, 0, 0)
[10054]: (6, 0, 0, 0)
[10055]: (6, 0, 0, 0)
[10056]: (6, 0, 0, 0)
[10057]: (6, 0, 0, 0)
[10058]: (6, 0, 0, 0)
[10059]: (6, 0, 0, 0)
[10060]: (6, 0, 0, 0)
[10061]: (6, 0, 0, 0)
[10062]: (6, 0, 0, 0)
[10063]: (6, 0, 0, 0)
[10064]: (6, 0, 0, 0)
[10065]: (6, 0, 0, 0)
[10066]: (6, 0, 0, 0)
[10067]: (6, 0, 0, 0)
[10068]: (6, 0, 0, 0)
[10069]: (6, 0, 0, 0)
[10070]: (6, 0, 0, 0)
[10071]: (6, 0, 0, 0)
[10072]: (6, 0, 0, 0)
[10073]: (6, 0, 0, 0)
[10074]: (6, 0, 0, 0)
[10075]: (6, 0, 0, 0)
[10076]: (6, 0, 0, 0)
[10077]: (6, 0, 0, 0)
[10078]: (6, 0, 0, 0)
[10079]: (6, 0, 0, 0)
[10080]: (6, 0, 0, 0)
[10081]: (6, 0, 0, 0)
[10082]: (6, 0, 0, 0)
[10083]: (6, 0, 0, 0)
[10084]: (6, 0, 0, 0)
[10085]: (6, 0, 0, 0)
[10086]: (6, 0, 0, 0)
[10087]: (6, 0, 0, 0)
[10088]: (6, 0, 0, 0)
[10089]: (6, 0, 0, 0)
[10090]: (6, 0, 0, 0)
[10091]: (6, 0, 0, 0)
[10092]: (6, 0, 0, 0)
[10093]: (6, 0, 0, 0)
[10094]: (6, 0, 0, 0)
[10095]: (6, 0, 0, 0)
[10096]: (6, 0, 0, 0)
[10097]: (6, 0, 0, 0)
[10098]: (6, 0, 0, 0)
[10099]: (6, 0, 0, 0)
[10100]: (6, 0, 0, 0)
[10101]: (6, 0, 0, 0)
[10102]: (6, 0, 0, 0)
[10103]: (6, 0, 0, 0)
[10104]: (6, 0, 0, 0)
[10105]: (6, 0, 0, 0)
[10106]: (6, 0, 0, 0)
[10107]: (6, 0, 0, 0)
[10108]: (6, 0, 0, 0)
[10109]: (6, 0, 0, 0)
[10110]: (6, 0, 0, 0)
[10111]: (6, 0, 0, 0)
[10112]: (6, 0, 0, 0)
[10113]: (6, 0, 0, 0)
[10114]: (6, 0, 0, 0)
[10115]: (6, 0, 0, 0)
[10116]: (6, 0, 0, 0)
[10117]: (6, 0, 0, 0)
[10118]: (6, 0, 0, 0)
[10119]: (6, 0, 0, 0)
[10120]: (6, 0, 0, 0)
[10121]: (6, 0, 0, 0)
[10122]: (6, 0, 0, 0)
[10123]: (6, 0, 0, 0)
[10124]: (6, 0, 0, 0)
[10125]: (6, 0, 0, 0)
[10126]: (6, 0, 0, 0)
[10127]: (6, 0, 0, 0)
[10128]: (6, 0, 0, 0)
[10129]: (6, 0, 0, 0)
[10130]: (6, 0, 0, 0)
[10131]: (6, 0, 0, 0)
[10132]: (6, 0, 0, 0)
[10133]: (6, 0, 0, 0)
[10134]: (6, 0, 0, 0)
[10135]: (6, 0, 0, 0)
[10136]: (6, 0, 0, 0)
[10137]: (6, 0, 0, 0)
[10138]: (6, 0, 0, 0)
[10139]: (6, 0, 0, 0)
[10140]: (6, 0, 0, 0)
[10141]: (6, 0, 0, 0)
[10142]: (6, 0, 0, 0)
[10143]: (6, 0, 0, 0)
[10144]: (6, 0, 0, 0)
[10145]: (6, 0, 0, 0)
[10146]: (6, 0, 0, 0)
[10147]: (6, 0, 0, 0)
[10148]: (6, 0, 0, 0)
[10149]: (6, 0, 0, 0)
[10150]: (6, 0, 0, 0)
[10151]: (6, 0, 0, 0)
[10152]: (6, 0, 0, 0)
[10153]: (6, 0, 0, 0)
[10154]: (6, 0, 0, 0)
[10155]: (6, 0, 0, 0)
[10156]: (6, 0, 0, 0)
[10157]: (6, 0, 0, 0)
[10158]: (6, 0, 0, 0)
[10159]: (6, 0, 0, 0)
[10160]: (6, 0, 0, 0)
[10161]: (6, 0, 0, 0)
[10162]: (6, 0, 0, 0)
[10163]: (6, 0, 0, 0)
[10164]: (6, 0, 0, 0)
[10165]: (6, 0, 0, 0)
[10166]: (6, 0, 0, 0)
[10167]: (6, 0, 0, 0)
[10168]: (6, 0, 0, 0)
[10169]: (6, 0, 0, 0)
[10170]: (6, 0, 0, 0)
[10171]: (6, 0, 0, 0)
[10172]: (6, 0, 0, 0)
[10173]: (6, 0, 0, 0)
[10174]: (6, 0, 0, 0)
[10175]: (6, 0, 0, 0)
[10176]: (6, 0, 0, 0)
[10177]: (6, 0, 0, 0)
[10178]: (6, 0, 0, 0)
[10179]: (6, 0, 0, 0)
[10180]: (6, 0, 0, 0)
[10181]: (6, 0, 0, 0)
[10182]: (6, 0, 0, 0)
[10183]: (6, 0, 0, 0)
[10184]: (6, 0, 0, 0)
[10185]: (6, 0, 0, 0)
[10186]: (6, 0, 0, 0)
[10187]: (6, 0, 0, 0)
[10188]: (6, 0, 0, 0)
[10189]: (6, 0, 0, 0)
[10190]: (6, 0, 0, 0)
[10191]: (6, 0, 0, 0)
[10192]: (6, 0, 0, 0)
[10193]: (6, 0, 0, 0)
[10194]: (6, 0, 0, 0)
[10195]: (6, 0, 0, 0)
[10196]: (6, 0, 0, 0)
[10197]: (6, 0, 0, 0)
[10198]: (6, 0, 0, 0)
[10199]: (6, 0, 0, 0)
[10200]: (6, 0, 0, 0)
[10201]: (6, 0, 0, 0)
[10202]: (6, 0, 0, 0)
[10203]: (6, 0, 0, 0)
[10204]: (6, 0, 0, 0)
[10205]: (6, 0, 0, 0)
[10206]: (6, 0, 0, 0)
[10207]: (6, 0, 0, 0)
[10208]: (6, 0, 0, 0)
[10209]: (6, 0, 0, 0)
[10210]: (6, 0, 0, 0)
[10211]: (6, 0, 0, 0)
[10212]: (6, 0, 0, 0)
[10213]: (6, 0, 0, 0)
[10214]: (6, 0, 0, 0)
[10215]: (6, 0, 0, 0)
[10216]: (6, 0, 0, 0)
[10217]: (6, 0, 0, 0)
[10218]: (6, 0, 0, 0)
[10219]: (6, 0, 0, 0)
[10220]: (6, 0, 0, 0)
[10221]: (6, 0, 0, 0)
[10222]: (6, 0, 0, 0)
[10223]: (6, 0, 0, 0)
[10224]: (6, 0, 0, 0)
[10225]: (6, 0, 0, 0)
[10226]: (6, 0, 0, 0)
[10227]: (6, 0, 0, 0)
[10228]: (6, 0, 0, 0)
[10229]: (6, 0, 0, 0)
[10230]: (6, 0, 0, 0)
[10231]: (6, 0, 0, 0)
[10232]: (6, 0, 0, 0)
[10233]: (6, 0, 0, 0)
[10234]: (6, 0, 0, 0)
[10235]: (6, 0, 0, 0)
[10236]: (6, 0, 0, 0)
[10237]: (6, 0, 0, 0)
[10238]: (6, 0, 0, 0)
[10239]: (6, 0, 0, 0)
[10240]: (6, 0, 0, 0)
[10241]: (6, 0, 0, 0)
[10242]: (6, 0, 0, 0)
[10243]: (6, 0, 0, 0)
[10244]: (6, 0, 0, 0)
[10245]: (6, 0, 0, 0)
[10246]: (6, 0, 0, 0)
[10247]: (6, 0, 0, 0)
[10248]: (6, 0, 0, 0)
[10249]: (6, 0, 0, 0)
[10250]: (6, 0, 0, 0)
[10251]: (6, 0, 0, 0)
[10252]: (6, 0, 0, 0)
[10253]: (6, 0, 0, 0)
[10254]: (6, 0, 0, 0)
[10255]: (6, 0, 0, 0)
[10256]: (6, 0, 0, 0)
[10257]: (6, 0, 0, 0)
[10258]: (6, 0, 0, 0)
[10259]: (6, 0, 0, 0)
[10260]: (6, 0, 0, 0)
[10261]: (6, 0, 0, 0)
[10262]: (6, 0, 0, 0)
[10263]: (6, 0, 0, 0)
[10264]: (6, 0, 0, 0)
[10265]: (6, 0, 0, 0)
[10266]: (6, 0, 0, 0)
[10267]: (6, 0, 0, 0)
[10268]: (6, 0, 0, 0)
[10269]: (6, 0, 0, 0)
[10270]: (6, 0, 0, 0)
[10271]: (6, 0, 0, 0)
[10272]: (6, 0, 0, 0)
[10273]: (6, 0, 0, 0)
[10274]: (6, 0, 0, 0)
[10275]: (6, 0, 0, 0)
[10276]: (6, 0, 0, 0)
[10277]: (6, 0, 0, 0)
[10278]: (6, 0, 0, 0)
[10279]: (6, 0, 0, 0)
[10280]: (6, 0, 0, 0)
[10281]: (6, 0, 0, 0)
[10282]: (6, 0, 0, 0)
[10283]: (6, 0, 0, 0)
[10284]: (6, 0, 0, 0)
[10285]: (6, 0, 0, 0)
[10286]: (6, 0, 0, 0)
[10287]: (6, 0, 0, 0)
[10288]: (6, 0, 0, 0)
[10289]: (6, 0, 0, 0)
[10290]: (6, 0, 0, 0)
[10291]: (6, 0, 0, 0)
[10292]: (6, 0, 0, 0)
[10293]: (6, 0, 0, 0)
[10294]: (6, 0, 0, 0)
[10295]: (6, 0, 0, 0)
[10296]: (6, 0, 0, 0)
[10297]: (6, 0, 0, 0)
[10298]: (6, 0, 0, 0)
[10299]: (6, 0, 0, 0)
[10300]: (6, 0, 0, 0)
[10301]: (6, 0, 0, 0)
[10302]: (6, 0, 0, 0)
[10303]: (6, 0, 0, 0)
[10304]: (6, 0, 0, 0)
[10305]: (6, 0, 0, 0)
[10306]: (6, 0, 0, 0)
[10307]: (6, 0, 0, 0)
[10308]: (6, 0, 0, 0)
[10309]: (6, 0, 0, 0)
[10310]: (6, 0, 0, 0)
[10311]: (6, 0, 0, 0)
[10312]: (6, 0, 0, 0)
[10313]: (6, 0, 0, 0)
[10314]: (6, 0, 0, 0)
[10315]: (6, 0, 0, 0)
[10316]: (6, 0, 0, 0)
[10317]: (6, 0, 0, 0)
[10318]: (6, 0, 0, 0)
[10319]: (6, 0, 0, 0)
[10320]: (6, 0, 0, 0)
[10321]: (6, 0, 0, 0)
[10322]: (6, 0, 0, 0)
[10323]: (6, 0, 0, 0)
[10324]: (6, 0, 0, 0)
[10325]: (6, 0, 0, 0)
[10326]: (6, 0, 0, 0)
[10327]: (6, 0, 0, 0)
[10328]: (6, 0, 0, 0)
[10329]: (6, 0, 0, 0)
[10330]: (6, 0, 0, 0)
[10331]: (6, 0, 0, 0)
[10332]: (6, 0, 0, 0)
[10333]: (6, 0, 0, 0)
[10334]: (6, 0, 0, 0)
[10335]: (6, 0, 0, 0)
[10336]: (6, 0, 0, 0)
[10337]: (6, 0, 0, 0)
[10338]: (6, 0, 0, 0)
[10339]: (6, 0, 0, 0)
[10340]: (6, 0, 0, 0)
[10341]: (6, 0, 0, 0)
[10342]: (6, 0, 0, 0)
[10343]: (6, 0, 0, 0)
[10344]: (6, 0, 0, 0)
[10345]: (6, 0, 0, 0)
[10346]: (6, 0, 0, 0)
[10347]: (6, 0, 0, 0)
[10348]: (6, 0, 0, 0)
[10349]: (6, 0, 0, 0)
[10350]: (6, 0, 0, 0)
[10351]: (6, 0, 0, 0)
[10352]: (6, 0, 0, 0)
[10353]: (6, 0, 0, 0)
[10354]: (6, 0, 0, 0)
[10355]: (6, 0, 0, 0)
[10356]: (6, 0, 0, 0)
[10357]: (6, 0, 0, 0)
[10358]: (6, 0, 0, 0)
[10359]: (6, 0, 0, 0)
[10360]: (6, 0, 0, 0)
[10361]: (6, 0, 0, 0)
[10362]: (6, 0, 0, 0)
[10363]: (6, 0, 0, 0)
[10364]: (6, 0, 0, 0)
[10365]: (6, 0, 0, 0)
[10366]: (6, 0, 0, 0)
[10367]: (6, 0, 0, 0)
[10368]: (6, 0, 0, 0)
[10369]: (6, 0, 0, 0)
[10370]: (6, 0, 0, 0)
[10371]: (6, 0, 0, 0)
[10372]: (6, 0, 0, 0)
[10373]: (6, 0, 0, 0)
[10374]: (6, 0, 0, 0)
[10375]: (6, 0, 0, 0)
[10376]: (6, 0, 0, 0)
[10377]: (6, 0, 0, 0)
[10378]: (6, 0, 0, 0)
[10379]: (6, 0, 0, 0)
[10380]: (6, 0, 0, 0)
[10381]: (6, 0, 0, 0)
[10382]: (6, 0, 0, 0)
[10383]: (6, 0, 0, 0)
[10384]: (6, 0, 0, 0)
[10385]: (6, 0, 0, 0)
[10386]: (6, 0, 0, 0)
[10387]: (6, 0, 0, 0)
[10388]: (6, 0, 0, 0)
[10389]: (6, 0, 0, 0)
[10390]: (6, 0, 0, 0)
[10391]: (6, 0, 0, 0)
[10392]: (6, 0, 0, 0)
[10393]: (6, 0, 0, 0)
[10394]: (6, 0, 0, 0)
[10395]: (6, 0, 0, 0)
[10396]: (6, 0, 0, 0)
[10397]: (6, 0, 0, 0)
[10398]: (6, 0, 0, 0)
[10399]: (6, 0, 0, 0)
[10400]: (6, 0, 0, 0)
[10401]: (6, 0, 0, 0)
[10402]: (6, 0, 0, 0)
[10403]: (6, 0, 0, 0)
[10404]: (6, 0, 0, 0)
[10405]: (6, 0, 0, 0)
[10406]: (6, 0, 0, 0)
[10407]: (6, 0, 0, 0)
[10408]: (6, 0, 0, 0)
[10409]: (6, 0, 0, 0)
[10410]: (6, 0, 0, 0)
[10411]: (6, 0, 0, 0)
[10412]: (6, 0, 0, 0)
[10413]: (6, 0, 0, 0)
[10414]: (6, 0, 0, 0)
[10415]: (6, 0, 0, 0)
[10416]: (6, 0, 0, 0)
[10417]: (6, 0, 0, 0)
[10418]: (6, 0, 0, 0)
[10419]: (6, 0, 0, 0)
[10420]: (6, 0, 0, 0)
[10421]: (6, 0, 0, 0)
[10422]: (6, 0, 0, 0)
[10423]: (6, 0, 0, 0)
[10424]: (6, 0, 0, 0)
[10425]: (6, 0, 0, 0)
[10426]: (6, 0, 0, 0)
[10427]: (6, 0, 0, 0)
[10428]: (6, 0, 0, 0)
[10429]: (6, 0, 0, 0)
[10430]: (6, 0, 0, 0)
[10431]: (6, 0, 0, 0)
[10432]: (6, 0, 0, 0)
[10433]: (6, 0, 0, 0)
[10434]: (6, 0, 0, 0)
[10435]: (6, 0, 0, 0)
[10436]: (6, 0, 0, 0)
[10437]: (6, 0, 0, 0)
[10438]: (6, 0, 0, 0)
[10439]: (6, 0, 0, 0)
[10440]: (6, 0, 0, 0)
[10441]: (6, 0, 0, 0)
[10442]: (6, 0, 0, 0)
[10443]: (6, 0, 0, 0)
[10444]: (6, 0, 0, 0)
[10445]: (6, 0, 0, 0)
[10446]: (6, 0, 0, 0)
[10447]: (6, 0, 0, 0)
[10448]: (6, 0, 0, 0)
[10449]: (6, 0, 0, 0)
[10450]: (6, 0, 0, 0)
[10451]: (6, 0, 0, 0)
[10452]: (6, 0, 0, 0)
[10453]: (6, 0, 0, 0)
[10454]: (6, 0, 0, 0)
[10455]: (6, 0, 0, 0)
[10456]: (6, 0, 0, 0)
[10457]: (6, 0, 0, 0)
[10458]: (6, 0, 0, 0)
[10459]: (6, 0, 0, 0)
[10460]: (6, 0, 0, 0)
[10461]: (6, 0, 0, 0)
[10462]: (6, 0, 0, 0)
[10463]: (6, 0, 0, 0)
[10464]: (6, 0, 0, 0)
[10465]: (6, 0, 0, 0)
[10466]: (6, 0, 0, 0)
[10467]: (6, 0, 0, 0)
[10468]: (6, 0, 0, 0)
[10469]: (6, 0, 0, 0)
[10470]: (6, 0, 0, 0)
[10471]: (6, 0, 0, 0)
[10472]: (6, 0, 0, 0)
[10473]: (6, 0, 0, 0)
[10474]: (6, 0, 0, 0)
[10475]: (6, 0, 0, 0)
[10476]: (6, 0, 0, 0)
[10477]: (6, 0, 0, 0)
[10478]: (6, 0, 0, 0)
[10479]: (6, 0, 0, 0)
[10480]: (6, 0, 0, 0)
[10481]: (6, 0, 0, 0)
[10482]: (6, 0, 0, 0)
[10483]: (6, 0, 0, 0)
[10484]: (6, 0, 0, 0)
[10485]: (6, 0, 0, 0)
[10486]: (6, 0, 0, 0)
[10487]: (6, 0, 0, 0)
[10488]: (6, 0, 0, 0)
[10489]: (6, 0, 0, 0)
[10490]: (6, 0, 0, 0)
[10491]: (6, 0, 0, 0)
[10492]: (6, 0, 0, 0)
[10493]: (6, 0, 0, 0)
[10494]: (6, 0, 0, 0)
[10495]: (6, 0, 0, 0)
[10496]: (6, 0, 0, 0)
[10497]: (6, 0, 0, 0)
[10498]: (6, 0, 0, 0)
[10499]: (6, 0, 0, 0)
[10500]: (6, 0, 0, 0)
[10501]: (6, 0, 0, 0)
[10502]: (6, 0, 0, 0)
[10503]: (6, 0, 0, 0)
[10504]: (6, 0, 0, 0)
[10505]: (6, 0, 0, 0)
[10506]: (6, 0, 0, 0)
[10507]: (6, 0, 0, 0)
[10508]: (6, 0, 0, 0)
[10509]: (6, 0, 0, 0)
[10510]: (6, 0, 0, 0)
[10511]: (6, 0, 0, 0)
[10512]: (6, 0, 0, 0)
[10513]: (6, 0, 0, 0)
[10514]: (6, 0, 0, 0)
[10515]: (6, 0, 0, 0)
[10516]: (6, 0, 0, 0)
[10517]: (6, 0, 0, 0)
[10518]: (6, 0, 0, 0)
[10519]: (6, 0, 0, 0)
[10520]: (6, 0, 0, 0)
[10521]: (6, 0, 0, 0)
[10522]: (6, 0, 0, 0)
[10523]: (6, 0, 0, 0)
[10524]: (6, 0, 0, 0)
[10525]: (6, 0, 0, 0)
[10526]: (6, 0, 0, 0)
[10527]: (6, 0, 0, 0)
[10528]: (6, 0, 0, 0)
[10529]: (6, 0, 0, 0)
[10530]: (6, 0, 0, 0)
[10531]: (6, 0, 0, 0)
[10532]: (6, 0, 0, 0)
[10533]: (6, 0, 0, 0)
[10534]: (6, 0, 0, 0)
[10535]: (6, 0, 0, 0)
[10536]: (6, 0, 0, 0)
[10537]: (6, 0, 0, 0)
[10538]: (6, 0, 0, 0)
[10539]: (6, 0, 0, 0)
[10540]: (6, 0, 0, 0)
[10541]: (6, 0, 0, 0)
[10542]: (6, 0, 0, 0)
[10543]: (6, 0, 0, 0)
[10544]: (6, 0, 0, 0)
[10545]: (6, 0, 0, 0)
[10546]: (6, 0, 0, 0)
[10547]: (6, 0, 0, 0)
[10548]: (6, 0, 0, 0)
[10549]: (6, 0, 0, 0)
[10550]: (6, 0, 0, 0)
[10551]: (6, 0, 0, 0)
[10552]: (6, 0, 0, 0)
[10553]: (6, 0, 0, 0)
[10554]: (6, 0, 0, 0)
[10555]: (6, 0, 0, 0)
[10556]: (6, 0, 0, 0)
[10557]: (6, 0, 0, 0)
[10558]: (6, 0, 0, 0)
[10559]: (6, 0, 0, 0)
[10560]: (6, 0, 0, 0)
[10561]: (6, 0, 0, 0)
[10562]: (6, 0, 0, 0)
[10563]: (6, 0, 0, 0)
[10564]: (6, 0, 0, 0)
[10565]: (6, 0, 0, 0)
[10566]: (6, 0, 0, 0)
[10567]: (6, 0, 0, 0)
[10568]: (6, 0, 0, 0)
[10569]: (6, 0, 0, 0)
[10570]: (6, 0, 0, 0)
[10571]: (6, 0, 0, 0)
[10572]: (6, 0, 0, 0)
[10573]: (6, 0, 0, 0)
[10574]: (6, 0, 0, 0)
[10575]: (6, 0, 0, 0)
[10576]: (6, 0, 0, 0)
[10577]: (6, 0, 0, 0)
[10578]: (6, 0, 0, 0)
[10579]: (6, 0, 0, 0)
[10580]: (6, 0, 0, 0)
[10581]: (6, 0, 0, 0)
[10582]: (6, 0, 0, 0)
[10583]: (6, 0, 0, 0)
[10584]: (6, 0, 0, 0)
[10585]: (6, 0, 0, 0)
[10586]: (6, 0, 0, 0)
[10587]: (6, 0, 0, 0)
[10588]: (6, 0, 0, 0)
[10589]: (6, 0, 0, 0)
[10590]: (6, 0, 0, 0)
[10591]: (6, 0, 0, 0)
[10592]: (6, 0, 0, 0)
[10593]: (6, 0, 0, 0)
[10594]: (6, 0, 0, 0)
[10595]: (6, 0, 0, 0)
[10596]: (6, 0, 0, 0)
[10597]: (6, 0, 0, 0)
[10598]: (6, 0, 0, 0)
[10599]: (6, 0, 0, 0)
[10600]: (6, 0, 0, 0)
[10601]: (6, 0, 0, 0)
[10602]: (6, 0, 0, 0)
[10603]: (6, 0, 0, 0)
[10604]: (6, 0, 0, 0)
[10605]: (6, 0, 0, 0)
[10606]: (6, 0, 0, 0)
[10607]: (6, 0, 0, 0)
[10608]: (6, 0, 0, 0)
[10609]: (6, 0, 0, 0)
[10610]: (6, 0, 0, 0)
[10611]: (6, 0, 0, 0)
[10612]: (6, 0, 0, 0)
[10613]: (6, 0, 0, 0)
[10614]: (6, 0, 0, 0)
[10615]: (6, 0, 0, 0)
[10616]: (6, 0, 0, 0)
[10617]: (6, 0, 0, 0)
[10618]: (6, 0, 0, 0)
[10619]: (6, 0, 0, 0)
[10620]: (6, 0, 0, 0)
[10621]: (6, 0, 0, 0)
[10622]: (6, 0, 0, 0)
[10623]: (6, 0, 0, 0)
[10624]: (6, 0, 0, 0)
[10625]: (6, 0, 0, 0)
[10626]: (6, 0, 0, 0)
[10627]: (6, 0, 0, 0)
[10628]: (6, 0, 0, 0)
[10629]: (6, 0, 0, 0)
[10630]: (6, 0, 0, 0)
[10631]: (6, 0, 0, 0)
[10632]: (6, 0, 0, 0)
[10633]: (6, 0, 0, 0)
[10634]: (6, 0, 0, 0)
[10635]: (6, 0, 0, 0)
[10636]: (6, 0, 0, 0)
[10637]: (6, 0, 0, 0)
[10638]: (6, 0, 0, 0)
[10639]: (6, 0, 0, 0)
[10640]: (6, 0, 0, 0)
[10641]: (6, 0, 0, 0)
[10642]: (6, 0, 0, 0)
[10643]: (6, 0, 0, 0)
[10644]: (6, 0, 0, 0)
[10645]: (6, 0, 0, 0)
[10646]: (6, 0, 0, 0)
[10647]: (6, 0, 0, 0)
[10648]: (6, 0, 0, 0)
[10649]: (6, 0, 0, 0)
[10650]: (6, 0, 0, 0)
[10651]: (6, 0, 0, 0)
[10652]: (6, 0, 0, 0)
[10653]: (6, 0, 0, 0)
[10654]: (6, 0, 0, 0)
[10655]: (6, 0, 0, 0)
[10656]: (6, 0, 0, 0)
[10657]: (6, 0, 0, 0)
[10658]: (6, 0, 0, 0)
[10659]: (6, 0, 0, 0)
[10660]: (6, 0, 0, 0)
[10661]: (6, 0, 0, 0)
[10662]: (6, 0, 0, 0)
[10663]: (6, 0, 0, 0)
[10664]: (6, 0, 0, 0)
[10665]: (6, 0, 0, 0)
[10666]: (6, 0, 0, 0)
[10667]: (6, 0, 0, 0)
[10668]: (6, 0, 0, 0)
[10669]: (6, 0, 0, 0)
[10670]: (6, 0, 0, 0)
[10671]: (6, 0, 0, 0)
[10672]: (6, 0, 0, 0)
[10673]: (6, 0, 0, 0)
[10674]: (6, 0, 0, 0)
[10675]: (6, 0, 0, 0)
[10676]: (6, 0, 0, 0)
[10677]: (6, 0, 0, 0)
[10678]: (6, 0, 0, 0)
[10679]: (6, 0, 0, 0)
[10680]: (6, 0, 0, 0)
[10681]: (6, 0, 0, 0)
[10682]: (6, 0, 0, 0)
[10683]: (6, 0, 0, 0)
[10684]: (6, 0, 0, 0)
[10685]: (6, 0, 0, 0)
[10686]: (6, 0, 0, 0)
[10687]: (6, 0, 0, 0)
[10688]: (6, 0, 0, 0)
[10689]: (6, 0, 0, 0)
[10690]: (6, 0, 0, 0)
[10691]: (6, 0, 0, 0)
[10692]: (6, 0, 0, 0)
[10693]: (6, 0, 0, 0)
[10694]: (6, 0, 0, 0)
[10695]: (6, 0, 0, 0)
[10696]: (6, 0, 0, 0)
[10697]: (6, 0, 0, 0)
[10698]: (6, 0, 0, 0)
[10699]: (6, 0, 0, 0)
[10700]: (6, 0, 0, 0)
[10701]: (6, 0, 0, 0)
[10702]: (6, 0, 0, 0)
[10703]: (6, 0, 0, 0)
[10704]: (6, 0, 0, 0)
[10705]: (6, 0, 0, 0)
[10706]: (6, 0, 0, 0)
[10707]: (6, 0, 0, 0)
[10708]: (6, 0, 0, 0)
[10709]: (6, 0, 0, 0)
[10710]: (6, 0, 0, 0)
[10711]: (6, 0, 0, 0)
[10712]: (6, 0, 0, 0)
[10713]: (6, 0, 0, 0)
[10714]: (6, 0, 0, 0)
[10715]: (6, 0, 0, 0)
[10716]: (6, 0, 0, 0)
[10717]: (6, 0, 0, 0)
[10718]: (6, 0, 0, 0)
[10719]: (6, 0, 0, 0)
[10720]: (6, 0, 0, 0)
[10721]: (6, 0, 0, 0)
[10722]: (6, 0, 0, 0)
[10723]: (6, 0, 0, 0)
[10724]: (6, 0, 0, 0)
[10725]: (6, 0, 0, 0)
[10726]: (6, 0, 0, 0)
[10727]: (6, 0, 0, 0)
[10728]: (6, 0, 0, 0)
[10729]: (6, 0, 0, 0)
[10730]: (6, 0, 0, 0)
[10731]: (6, 0, 0, 0)
[10732]: (6, 0, 0, 0)
[10733]: (6, 0, 0, 0)
[10734]: (6, 0, 0, 0)
[10735]: (6, 0, 0, 0)
[10736]: (6, 0, 0, 0)
[10737]: (6, 0, 0, 0)
[10738]: (6, 0, 0, 0)
[10739]: (6, 0, 0, 0)
[10740]: (6, 0, 0, 0)
[10741]: (6, 0, 0, 0)
[10742]: (6, 0, 0, 0)
[10743]: (6, 0, 0, 0)
[10744]: (6, 0, 0, 0)
[10745]: (6, 0, 0, 0)
[10746]: (6, 0, 0, 0)
[10747]: (6, 0, 0, 0)
[10748]: (6, 0, 0, 0)
[10749]: (6, 0, 0, 0)
[10750]: (6, 0, 0, 0)
[10751]: (6, 0, 0, 0)
[10752]: (6, 0, 0, 0)
[10753]: (6, 0, 0, 0)
[10754]: (6, 0, 0, 0)
[10755]: (6, 0, 0, 0)
[10756]: (6, 0, 0, 0)
[10757]: (6, 0, 0, 0)
[10758]: (6, 0, 0, 0)
[10759]: (6, 0, 0, 0)
[10760]: (6, 0, 0, 0)
[10761]: (6, 0, 0, 0)
[10762]: (6, 0, 0, 0)
[10763]: (6, 0, 0, 0)
[10764]: (6, 0, 0, 0)
[10765]: (6, 0, 0, 0)
[10766]: (6, 0, 0, 0)
[10767]: (6, 0, 0, 0)
[10768]: (6, 0, 0, 0)
[10769]: (6, 0, 0, 0)
[10770]: (6, 0, 0, 0)
[10771]: (6, 0, 0, 0)
[10772]: (6, 0, 0, 0)
[10773]: (6, 0, 0, 0)
[10774]: (6, 0, 0, 0)
[10775]: (6, 0, 0, 0)
[10776]: (6, 0, 0, 0)
[10777]: (6, 0, 0, 0)
[10778]: (6, 0, 0, 0)
[10779]: (6, 0, 0, 0)
[10780]: (6, 0, 0, 0)
[10781]: (6, 0, 0, 0)
[10782]: (6, 0, 0, 0)
[10783]: (6, 0, 0, 0)
[10784]: (6, 0, 0, 0)
[10785]: (6, 0, 0, 0)
[10786]: (6, 0, 0, 0)
[10787]: (6, 0, 0, 0)
[10788]: (6, 0, 0, 0)
[10789]: (6, 0, 0, 0)
[10790]: (6, 0, 0, 0)
[10791]: (6, 0, 0, 0)
[10792]: (6, 0, 0, 0)
[10793]: (6, 0, 0, 0)
[10794]: (6, 0, 0, 0)
[10795]: (6, 0, 0, 0)
[10796]: (6, 0, 0, 0)
[10797]: (6, 0, 0, 0)
[10798]: (6, 0, 0, 0)
[10799]: (6, 0, 0, 0)
[10800]: (6, 0, 0, 0)
[10801]: (6, 0, 0, 0)
[10802]: (6, 0, 0, 0)
[10803]: (6, 0, 0, 0)
[10804]: (6, 0, 0, 0)
[10805]: (6, 0, 0, 0)
[10806]: (6, 0, 0, 0)
[10807]: (6, 0, 0, 0)
[10808]: (6, 0, 0, 0)
[10809]: (6, 0, 0, 0)
[10810]: (6, 0, 0, 0)
[10811]: (6, 0, 0, 0)
[10812]: (6, 0, 0, 0)
[10813]: (6, 0, 0, 0)
[10814]: (6, 0, 0, 0)
[10815]: (6, 0, 0, 0)
[10816]: (6, 0, 0, 0)
[10817]: (6, 0, 0, 0)
[10818]: (6, 0, 0, 0)
[10819]: (6, 0, 0, 0)
[10820]: (6, 0, 0, 0)
[10821]: (6, 0, 0, 0)
[10822]: (6, 0, 0, 0)
[10823]: (6, 0, 0, 0)
[10824]: (6, 0, 0, 0)
[10825]: (6, 0, 0, 0)
[10826]: (6, 0, 0, 0)
